Graph1 Name;Graph2 Name;Graph1 nb nodes;Graph2 nb nodes;Graph1 nb edges;Graph2 nb edges;Method;Param; distance;optimal solution found;Class Graph1;Class Graph2;matching
enzyme_323.gxl;enzyme_188.gxl;20;20;37;39;DepthFirstGED;-;190.5;false;2;4;Node:8>eps_id=8.25/Edge:8_<>9>eps_id=0.5/Node:5>13=8.25/Node:2>17=8.25/Edge:1_<>15>7_<>16=0.25/Edge:15_<>17>eps_id=0.25/Edge:5_<>4>eps_id=0.25/Node:17>4=8.25/Node:14>5=8.25/Node:11>10=8.25/Edge:9_<>10>15_<>14=0.25/Edge:2_<>18>eps_id=0.25/Edge:6_<>7>12_<>11=0.25/Edge:eps_id>8_<>17=0.5/Edge:10_<>11>eps_id=0.5/Edge:13_<>1>eps_id=0.25/Edge:20_<>5>3_<>13=0.0/Node:7>11=8.25/Node:4>20=8.25/Edge:17_<>18>eps_id=0.25/Node:1>16=8.25/Edge:1_<>17>eps_id=0.25/Node:19>9=8.25/Node:16>1=8.25/Node:13>6=8.25/Edge:6_<>8>eps_id=0.25/Node:10>14=8.25/Edge:11_<>12>10_<>18=0.0/Edge:12_<>10>eps_id=0.25/Edge:18_<>16>1_<>2=0.0/Edge:8_<>10>eps_id=0.25/Edge:3_<>2>17_<>19=0.25/Edge:2_<>16>eps_id=0.25/Edge:7_<>8>eps_id=0.5/Edge:13_<>15>6_<>7=0.0/Edge:20_<>3>eps_id=0.25/Node:9>15=8.25/Edge:5_<>7>eps_id=0.25/Edge:9_<>11>eps_id=0.25/Node:6>12=8.25/Node:3>19=8.25/Edge:13_<>14>5_<>6=0.5/Edge:3_<>4>19_<>20=0.5/Edge:4_<>20>eps_id=0.25/Node:18>2=8.25/Edge:4_<>19>9_<>20=0.25/Node:15>7=8.25/Node:12>18=8.25/Edge:3_<>18>eps_id=0.25/Edge:16_<>17>eps_id=0.25/Edge:12_<>9>eps_id=0.25/Edge:1_<>14>eps_id=0.25/Edge:5_<>6>12_<>13=0.25/Node:20>3=8.25/Edge:17_<>2>eps_id=0.25/Edge:14_<>15>eps_id=0.5/Edge:19_<>20>eps_id=0.5/Edge:19_<>3>9_<>19=0.5/
enzyme_323.gxl;enzyme_323.gxl;20;20;37;37;Distributed GED;-;  0.0000;true;4;4;Node:8>8=0.0/Node:7>7=0.0/Edge:6_<>7>6_<>7=0.0/Edge:3_<>2>3_<>2=0.0/Edge:9_<>10>9_<>10=0.0/Edge:14_<>15>14_<>15=0.0/Edge:1_<>15>1_<>15=0.0/Edge:17_<>18>17_<>18=0.0/Node:6>6=0.0/Node:15>15=0.0/Edge:6_<>8>6_<>8=0.0/Node:14>14=0.0/Edge:4_<>19>4_<>19=0.0/Node:11>11=0.0/Node:2>2=0.0/Edge:15_<>17>15_<>17=0.0/Edge:7_<>8>7_<>8=0.0/Edge:8_<>9>8_<>9=0.0/Edge:13_<>15>13_<>15=0.0/Edge:2_<>16>2_<>16=0.0/Edge:5_<>4>5_<>4=0.0/Node:4>4=0.0/Edge:9_<>11>9_<>11=0.0/Edge:13_<>1>13_<>1=0.0/Edge:3_<>18>3_<>18=0.0/Edge:3_<>4>3_<>4=0.0/Node:9>9=0.0/Node:16>16=0.0/Edge:13_<>14>13_<>14=0.0/Edge:16_<>17>16_<>17=0.0/Edge:5_<>6>5_<>6=0.0/Node:1>1=0.0/Edge:10_<>11>10_<>11=0.0/Edge:19_<>20>19_<>20=0.0/Edge:2_<>18>2_<>18=0.0/Node:19>19=0.0/Node:3>3=0.0/Node:17>17=0.0/Edge:19_<>3>19_<>3=0.0/Edge:20_<>5>20_<>5=0.0/Edge:20_<>3>20_<>3=0.0/Edge:5_<>7>5_<>7=0.0/Node:18>18=0.0/Edge:8_<>10>8_<>10=0.0/Node:10>10=0.0/Edge:1_<>14>1_<>14=0.0/Edge:12_<>9>12_<>9=0.0/Edge:4_<>20>4_<>20=0.0/Edge:18_<>16>18_<>16=0.0/Node:20>20=0.0/Edge:11_<>12>11_<>12=0.0/Edge:12_<>10>12_<>10=0.0/Node:5>5=0.0/Node:13>13=0.0/Node:12>12=0.0/Edge:1_<>17>1_<>17=0.0/Edge:17_<>2>17_<>2=0.0/
enzyme_323.gxl;enzyme_464.gxl;20;20;37;45;BeamSearch GED;100;181.0000;false;4;5;Edge:1_<>17>11_<>18=0.0/Edge:19_<>20>eps_id=0.5/Node:20>17=8.25/Edge:7_<>8>eps_id=0.5/Edge:3_<>18>eps_id=0.25/Edge:1_<>15>1_<>11=0.5/Edge:1_<>14>3_<>11=0.0/Edge:3_<>4>5_<>13=0.25/Edge:13_<>15>1_<>4=0.0/Edge:11_<>12>19_<>20=0.25/Edge:15_<>17>eps_id=0.25/Edge:3_<>2>13_<>15=0.0/Edge:13_<>14>3_<>4=0.0/Edge:9_<>11>20_<>7=0.0/Edge:9_<>10>9_<>7=0.75/Edge:eps_id>16_<>17=0.5/Edge:17_<>18>14_<>18=0.0/Node:9>7=8.25/Node:8>16=8.25/Node:19>12=8.25/Node:7>10=8.25/Node:18>14=8.25/Node:6>8=8.25/Node:17>18=8.25/Node:5>6=8.25/Node:16>2=8.25/Edge:4_<>20>5_<>17=0.0/Node:4>5=8.25/Edge:6_<>8>16_<>8=0.0/Node:15>1=8.25/Node:3>13=8.25/Edge:6_<>7>eps_id=0.5/Node:14>3=8.25/Node:2>15=8.25/Node:13>4=8.25/Node:1>11=8.25/Node:12>19=8.25/Node:11>20=8.25/Node:10>9=8.25/Edge:17_<>2>15_<>18=0.0/Edge:13_<>1>4_<>11=0.0/Edge:2_<>18>14_<>15=0.0/Edge:2_<>16>eps_id=0.25/Edge:4_<>19>12_<>5=0.75/Edge:5_<>7>10_<>6=0.0/Edge:5_<>6>8_<>6=0.75/Edge:5_<>4>5_<>6=0.0/Edge:12_<>9>19_<>7=0.5/Edge:10_<>11>eps_id=0.5/Edge:8_<>10>eps_id=0.25/Edge:14_<>15>eps_id=0.5/Edge:12_<>10>9_<>19=0.5/Edge:16_<>17>eps_id=0.25/Edge:8_<>9>eps_id=0.5/Edge:20_<>5>eps_id=0.25/Edge:18_<>16>eps_id=0.25/Edge:20_<>3>eps_id=0.25/Edge:19_<>3>13_<>12=0.0/
enzyme_323.gxl;enzyme_467.gxl;20;20;37;37;Distributed GED;-;197.7500;false;4;5;Edge:eps_id>6_<>1=0.25/Edge:1_<>17>3_<>14=0.0/Edge:eps_id>20_<>19=0.25/Edge:19_<>3>eps_id=0.25/Edge:eps_id>3_<>7=0.25/Node:2>13=8.25/Edge:1_<>14>5_<>14=0.5/Edge:eps_id>16_<>12=0.25/Edge:6_<>8>eps_id=0.25/Edge:3_<>18>eps_id=0.25/Edge:13_<>14>eps_id=0.5/Edge:eps_id>6_<>5=0.25/Edge:eps_id>15_<>16=0.25/Node:16>eps_id=8.25/Edge:13_<>1>2_<>14=0.0/Edge:6_<>7>eps_id=0.5/Edge:eps_id>13_<>20=0.25/Node:6>8=8.25/Edge:16_<>17>eps_id=0.25/Node:10>11=8.25/Edge:11_<>12>eps_id=0.5/Node:19>6=8.25/Edge:15_<>17>eps_id=0.25/Edge:eps_id>17_<>18=0.5/Edge:8_<>9>eps_id=0.5/Edge:10_<>11>10_<>11=0.0/Edge:2_<>16>eps_id=0.25/Node:13>2=8.25/Edge:5_<>6>8_<>9=0.25/Edge:4_<>19>6_<>17=0.25/Edge:eps_id>9_<>12=0.5/Edge:19_<>20>eps_id=0.5/Edge:eps_id>8_<>11=0.25/Edge:9_<>10>11_<>18=0.25/Node:15>1=8.25/Edge:eps_id>1_<>4=0.25/Edge:eps_id>17_<>11=0.25/Node:3>7=8.25/Node:7>19=8.25/Edge:eps_id>20_<>12=0.25/Edge:eps_id>2_<>7=0.5/Node:9>18=8.25/Edge:1_<>15>eps_id=0.25/Node:20>4=8.25/Node:11>10=8.25/Edge:eps_id>13_<>12=0.25/Edge:17_<>2>eps_id=0.25/Node:eps_id>20=8.25/Edge:12_<>9>15_<>18=0.0/Edge:5_<>4>eps_id=0.25/Edge:3_<>4>7_<>17=0.25/Edge:eps_id>4_<>2=0.25/Node:5>9=8.25/Edge:3_<>2>eps_id=0.25/Edge:eps_id>3_<>10=0.5/Edge:8_<>10>eps_id=0.25/Node:4>17=8.25/Edge:eps_id>14_<>10=0.25/Edge:14_<>15>1_<>5=0.25/Node:8>16=8.25/Node:1>14=8.25/Node:14>5=8.25/Edge:eps_id>6_<>2=0.25/Edge:9_<>11>10_<>18=0.0/Edge:4_<>20>eps_id=0.25/Node:18>eps_id=8.25/Edge:eps_id>7_<>10=0.25/Edge:2_<>18>eps_id=0.25/Edge:17_<>18>eps_id=0.25/Edge:13_<>15>1_<>2=0.0/Edge:eps_id>14_<>6=0.25/Edge:20_<>5>eps_id=0.25/Node:eps_id>12=8.25/Node:17>3=8.25/Edge:eps_id>18_<>8=0.25/Edge:20_<>3>4_<>7=0.0/Edge:5_<>7>19_<>9=0.0/Edge:12_<>10>15_<>11=0.0/Edge:7_<>8>16_<>19=0.5/Node:12>15=8.25/Edge:eps_id>14_<>17=0.25/Edge:eps_id>13_<>19=0.25/Edge:18_<>16>eps_id=0.25/Edge:eps_id>4_<>5=0.5/
enzyme_323.gxl;enzyme_75.gxl;20;20;37;36;BeamSearch GED;100;196.0000;false;4;1;Edge:1_<>17>4_<>18=0.5/Edge:19_<>20>eps_id=0.5/Edge:7_<>8>16_<>17=0.0/Node:20>6=8.25/Edge:3_<>18>eps_id=0.25/Edge:1_<>15>eps_id=0.25/Edge:1_<>14>eps_id=0.25/Edge:3_<>4>eps_id=0.5/Edge:13_<>15>eps_id=0.25/Edge:11_<>12>eps_id=0.5/Edge:15_<>17>eps_id=0.25/Edge:3_<>2>eps_id=0.25/Edge:13_<>14>eps_id=0.5/Edge:9_<>11>eps_id=0.25/Edge:9_<>10>19_<>20=0.5/Edge:eps_id>7_<>12=0.5/Edge:17_<>18>3_<>4=0.0/Node:9>19=8.25/Node:8>17=8.25/Node:19>8=8.25/Node:7>16=8.25/Node:18>3=8.25/Node:6>14=8.25/Node:17>4=8.25/Node:5>13=8.25/Node:16>5=8.25/Node:4>12=8.25/Edge:6_<>8>14_<>17=0.0/Node:15>9=8.25/Edge:4_<>20>eps_id=0.25/Node:3>11=8.25/Edge:6_<>7>14_<>16=0.0/Node:14>10=8.25/Node:2>15=8.25/Node:13>2=8.25/Node:12>eps_id=8.25/Node:1>18=8.25/Node:11>eps_id=8.25/Node:10>20=8.25/Edge:17_<>2>15_<>4=0.0/Edge:13_<>1>18_<>2=0.0/Edge:2_<>18>eps_id=0.25/Edge:4_<>19>12_<>8=0.0/Edge:2_<>16>15_<>5=0.5/Edge:5_<>7>eps_id=0.25/Edge:5_<>6>eps_id=0.5/Edge:5_<>4>12_<>13=0.0/Edge:12_<>9>eps_id=0.25/Edge:10_<>11>eps_id=0.5/Edge:14_<>15>10_<>9=0.25/Edge:8_<>10>17_<>20=0.0/Edge:12_<>10>eps_id=0.25/Edge:16_<>17>5_<>4=0.0/Edge:8_<>9>17_<>19=0.0/Edge:20_<>5>6_<>13=0.25/Edge:18_<>16>eps_id=0.25/Edge:20_<>3>eps_id=0.25/Edge:19_<>3>8_<>11=0.75/
enzyme_323.gxl;enzyme_363.gxl;20;20;37;46;BeamSearch GED;10;207.7500;false;4;4;Edge:1_<>17>eps_id=0.25/Edge:19_<>20>4_<>5=0.25/Edge:7_<>8>18_<>17=0.25/Node:20>4=8.25/Edge:3_<>18>14_<>3=0.0/Edge:1_<>15>eps_id=0.25/Edge:1_<>14>10_<>19=0.5/Edge:3_<>4>eps_id=0.5/Edge:13_<>15>11_<>9=0.0/Edge:11_<>12>eps_id=0.5/Edge:15_<>17>eps_id=0.25/Edge:3_<>2>14_<>12=0.25/Edge:13_<>14>10_<>11=0.25/Edge:9_<>11>eps_id=0.25/Edge:9_<>10>eps_id=0.5/Edge:eps_id>8_<>17=0.25/Edge:17_<>18>eps_id=0.25/Node:9>20=8.25/Node:8>17=8.25/Node:19>5=8.25/Node:7>18=8.25/Node:18>3=8.25/Node:6>16=8.25/Node:17>1=8.25/Node:5>15=8.25/Node:16>2=8.25/Node:4>13=8.25/Edge:6_<>8>17_<>16=0.5/Node:15>9=8.25/Edge:4_<>20>13_<>4=0.5/Node:3>14=8.25/Edge:6_<>7>eps_id=0.5/Node:14>10=8.25/Node:2>12=8.25/Node:13>11=8.25/Node:12>eps_id=8.25/Node:1>19=8.25/Node:11>eps_id=8.25/Node:10>eps_id=8.25/Edge:17_<>2>1_<>12=0.0/Edge:13_<>1>11_<>19=0.0/Edge:2_<>18>3_<>12=0.0/Edge:4_<>19>eps_id=0.5/Edge:2_<>16>2_<>12=0.0/Edge:5_<>7>18_<>15=0.0/Edge:5_<>6>eps_id=0.5/Edge:5_<>4>13_<>15=0.5/Edge:12_<>9>eps_id=0.25/Edge:10_<>11>eps_id=0.5/Edge:14_<>15>9_<>10=0.25/Edge:8_<>10>eps_id=0.25/Edge:12_<>10>eps_id=0.25/Edge:16_<>17>1_<>2=0.0/Edge:8_<>9>eps_id=0.5/Edge:20_<>5>4_<>15=0.0/Edge:18_<>16>2_<>3=0.75/Edge:20_<>3>eps_id=0.25/Edge:19_<>3>eps_id=0.25/
enzyme_323.gxl;enzyme_468.gxl;20;20;37;37;DepthFirstGED;-;199.0;false;2;4;Node:8>15=8.25/Edge:8_<>9>eps_id=0.5/Node:5>18=8.25/Node:2>8=8.25/Edge:1_<>15>eps_id=0.25/Edge:15_<>17>1_<>5=0.5/Edge:5_<>4>eps_id=0.25/Node:17>1=8.25/Node:14>4=8.25/Node:11>20=8.25/Edge:9_<>10>eps_id=0.5/Edge:2_<>18>eps_id=0.25/Edge:6_<>7>16_<>12=0.25/Edge:eps_id>9_<>12=0.5/Edge:10_<>11>eps_id=0.5/Edge:13_<>1>eps_id=0.25/Edge:20_<>5>17_<>18=0.25/Node:7>16=8.25/Node:4>11=8.25/Edge:17_<>18>eps_id=0.25/Node:1>10=8.25/Edge:1_<>17>eps_id=0.25/Node:19>eps_id=8.25/Node:16>2=8.25/Edge:6_<>8>eps_id=0.25/Node:13>6=8.25/Node:10>14=8.25/Edge:11_<>12>13_<>20=0.25/Edge:12_<>10>eps_id=0.25/Edge:18_<>16>eps_id=0.25/Edge:8_<>10>eps_id=0.25/Edge:3_<>2>eps_id=0.25/Edge:2_<>16>eps_id=0.25/Edge:7_<>8>15_<>16=0.25/Edge:13_<>15>eps_id=0.25/Edge:20_<>3>7_<>17=0.0/Node:9>19=8.25/Edge:5_<>7>eps_id=0.25/Edge:9_<>11>20_<>19=0.0/Node:6>12=8.25/Node:3>7=8.25/Edge:13_<>14>eps_id=0.5/Edge:3_<>4>eps_id=0.5/Edge:4_<>20>17_<>11=0.0/Edge:4_<>19>eps_id=0.5/Node:18>3=8.25/Node:15>5=8.25/Node:12>13=8.25/Edge:3_<>18>3_<>7=0.0/Edge:16_<>17>2_<>1=0.0/Edge:12_<>9>13_<>19=0.0/Edge:1_<>14>eps_id=0.25/Edge:5_<>6>eps_id=0.5/Node:20>17=16.5/Edge:17_<>2>eps_id=0.25/Edge:14_<>15>4_<>5=0.5/Edge:19_<>20>eps_id=0.5/Edge:19_<>3>eps_id=0.25/
enzyme_323.gxl;enzyme_79.gxl;20;20;37;40;BeamSearch GED;100;196.2500;false;4;1;Edge:1_<>17>eps_id=0.25/Edge:19_<>20>8_<>9=0.25/Edge:7_<>8>14_<>16=0.0/Node:20>8=8.25/Edge:3_<>18>eps_id=0.25/Edge:1_<>15>18_<>3=0.5/Edge:1_<>14>18_<>2=0.0/Edge:3_<>4>10_<>11=0.25/Edge:13_<>15>4_<>3=0.5/Edge:11_<>12>eps_id=0.5/Edge:15_<>17>eps_id=0.25/Edge:3_<>2>eps_id=0.25/Edge:13_<>14>eps_id=0.5/Edge:9_<>11>eps_id=0.25/Edge:9_<>10>17_<>19=0.0/Edge:eps_id>1_<>17=0.25/Edge:17_<>18>6_<>5=0.0/Node:9>17=8.25/Node:8>16=8.25/Node:19>9=8.25/Node:7>14=8.25/Node:18>5=8.25/Node:6>13=8.25/Node:17>6=8.25/Node:5>12=8.25/Node:16>7=8.25/Node:4>10=16.5/Edge:6_<>8>eps_id=0.25/Node:15>3=8.25/Edge:4_<>20>8_<>10=0.0/Node:3>11=8.25/Edge:6_<>7>eps_id=0.5/Node:14>2=8.25/Node:2>eps_id=8.25/Node:13>4=8.25/Node:12>20=8.25/Node:1>18=8.25/Node:11>15=8.25/Node:10>19=8.25/Edge:17_<>2>eps_id=0.25/Edge:13_<>1>4_<>18=0.0/Edge:2_<>18>eps_id=0.25/Edge:4_<>19>9_<>10=0.0/Edge:2_<>16>eps_id=0.25/Edge:5_<>7>eps_id=0.25/Edge:5_<>6>12_<>13=0.25/Edge:5_<>4>eps_id=0.25/Edge:12_<>9>20_<>17=0.5/Edge:10_<>11>eps_id=0.5/Edge:14_<>15>2_<>3=0.0/Edge:8_<>10>16_<>19=0.5/Edge:12_<>10>20_<>19=0.5/Edge:16_<>17>6_<>7=0.0/Edge:8_<>9>16_<>17=0.0/Edge:20_<>5>12_<>8=0.25/Edge:18_<>16>eps_id=0.25/Edge:20_<>3>8_<>11=0.5/Edge:19_<>3>11_<>9=0.75/
enzyme_323.gxl;enzyme_145.gxl;20;20;37;37;Distributed GED;-;171.5000;false;4;2;Edge:5_<>7>eps_id=0.25/Edge:4_<>19>eps_id=0.5/Node:16>2=8.25/Edge:eps_id>6_<>2=0.25/Edge:3_<>2>eps_id=0.25/Node:18>15=0.0/Node:15>18=8.25/Node:17>1=8.25/Edge:5_<>4>8_<>10=0.0/Edge:13_<>14>20_<>4=0.25/Edge:eps_id>3_<>7=0.25/Edge:14_<>15>eps_id=0.5/Edge:1_<>15>18_<>17=0.0/Edge:2_<>18>eps_id=0.25/Edge:eps_id>2_<>16=0.25/Node:20>19=8.25/Edge:19_<>20>3_<>19=0.25/Edge:13_<>15>eps_id=0.25/Node:9>16=8.25/Edge:eps_id>15_<>7=0.25/Edge:11_<>12>5_<>13=0.25/Edge:8_<>10>eps_id=0.25/Node:4>8=8.25/Edge:20_<>5>10_<>19=0.0/Node:2>11=8.25/Edge:13_<>1>eps_id=0.25/Edge:20_<>3>9_<>19=0.0/Edge:2_<>16>eps_id=0.25/Edge:16_<>17>1_<>2=0.0/Edge:eps_id>9_<>7=0.25/Edge:7_<>8>7_<>14=0.25/Edge:8_<>9>eps_id=0.5/Edge:15_<>17>eps_id=0.25/Edge:eps_id>12_<>15=0.25/Edge:eps_id>4_<>7=0.25/Edge:9_<>11>13_<>16=0.0/Node:10>6=8.25/Edge:19_<>3>3_<>9=0.0/Node:12>5=8.25/Edge:eps_id>3_<>4=0.25/Edge:eps_id>4_<>14=0.5/Edge:10_<>11>6_<>13=0.25/Edge:eps_id>20_<>14=0.25/Node:7>14=8.25/Edge:eps_id>12_<>20=0.25/Node:6>12=8.25/Edge:1_<>17>1_<>17=0.0/Edge:3_<>4>8_<>9=0.5/Edge:eps_id>11_<>17=0.25/Edge:5_<>6>eps_id=0.5/Edge:18_<>16>eps_id=0.25/Node:1>17=8.25/Edge:9_<>10>16_<>6=0.5/Edge:eps_id>17_<>2=0.25/Node:19>3=8.25/Edge:eps_id>10_<>11=0.25/Edge:eps_id>1_<>16=0.25/Edge:eps_id>10_<>17=0.25/Node:13>4=8.25/Edge:eps_id>14_<>15=0.25/Edge:6_<>7>12_<>14=0.25/Edge:1_<>14>eps_id=0.25/Edge:12_<>9>16_<>5=0.5/Edge:12_<>10>6_<>5=0.5/Edge:17_<>2>eps_id=0.25/Edge:eps_id>20_<>15=0.5/Edge:eps_id>10_<>18=0.25/Node:5>10=8.25/Node:14>20=8.25/Edge:eps_id>11_<>18=0.5/Edge:17_<>18>eps_id=0.25/Node:3>9=8.25/Node:11>13=8.25/Node:8>7=8.25/Edge:3_<>18>eps_id=0.25/Edge:6_<>8>eps_id=0.25/Edge:4_<>20>8_<>19=0.0/
enzyme_323.gxl;enzyme_364.gxl;20;20;37;49;BeamSearch GED;100;207.7500;false;4;4;Edge:1_<>17>eps_id=0.25/Edge:19_<>20>eps_id=0.5/Edge:7_<>8>eps_id=0.5/Node:20>8=8.25/Edge:3_<>18>eps_id=0.25/Edge:1_<>15>eps_id=0.25/Edge:1_<>14>eps_id=0.25/Edge:3_<>4>12_<>13=0.25/Edge:13_<>15>5_<>7=0.0/Edge:11_<>12>eps_id=0.5/Edge:15_<>17>eps_id=0.25/Edge:3_<>2>14_<>12=0.25/Edge:13_<>14>6_<>7=0.0/Edge:9_<>11>17_<>19=0.0/Edge:9_<>10>19_<>20=0.25/Edge:eps_id>11_<>20=0.25/Edge:17_<>18>1_<>4=0.0/Node:9>19=8.25/Node:8>eps_id=8.25/Node:19>3=8.25/Node:7>15=8.25/Node:18>4=8.25/Node:6>eps_id=8.25/Node:17>1=8.25/Node:5>18=8.25/Node:16>2=8.25/Node:4>13=8.25/Edge:6_<>8>eps_id=0.25/Node:15>5=8.25/Edge:4_<>20>eps_id=0.25/Node:3>12=8.25/Edge:6_<>7>eps_id=0.5/Node:14>6=8.25/Node:2>14=8.25/Node:13>7=8.25/Node:12>eps_id=8.25/Node:1>16=8.25/Node:11>17=8.25/Node:10>20=8.25/Edge:17_<>2>1_<>14=0.0/Edge:13_<>1>eps_id=0.25/Edge:2_<>18>eps_id=0.25/Edge:4_<>19>3_<>13=0.5/Edge:2_<>16>eps_id=0.25/Edge:5_<>7>18_<>15=0.0/Edge:5_<>6>eps_id=0.5/Edge:5_<>4>18_<>13=0.0/Edge:12_<>9>eps_id=0.25/Edge:10_<>11>eps_id=0.5/Edge:14_<>15>5_<>6=0.5/Edge:8_<>10>eps_id=0.25/Edge:12_<>10>eps_id=0.25/Edge:16_<>17>1_<>2=0.0/Edge:8_<>9>eps_id=0.5/Edge:20_<>5>18_<>8=0.0/Edge:18_<>16>2_<>4=0.5/Edge:20_<>3>eps_id=0.25/Edge:19_<>3>3_<>12=0.5/
enzyme_464.gxl;enzyme_188.gxl;20;20;45;45;Distributed GED;-;181.7500;false;5;2;Edge:11_<>12>2_<>12=0.25/Edge:3_<>11>eps_id=0.25/Edge:3_<>4>16_<>17=0.75/Edge:eps_id>3_<>5=0.25/Edge:15_<>18>1_<>18=0.0/Edge:14_<>15>eps_id=0.25/Edge:eps_id>1_<>2=0.25/Node:2>13=8.25/Edge:12_<>14>2_<>11=0.0/Edge:19_<>20>eps_id=0.25/Edge:eps_id>10_<>18=0.5/Edge:13_<>6>7_<>8=0.5/Edge:4_<>11>eps_id=0.25/Edge:10_<>6>6_<>7=0.0/Node:12>2=8.25/Node:4>17=8.25/Edge:16_<>5>9_<>20=0.5/Edge:1_<>2>13_<>14=0.0/Edge:eps_id>11_<>10=0.25/Node:20>15=8.25/Edge:16_<>17>19_<>20=0.0/Edge:1_<>11>12_<>14=0.0/Node:14>11=8.25/Node:3>16=8.25/Node:6>7=8.25/Edge:10_<>20>6_<>15=0.0/Node:7>5=8.25/Edge:13_<>12>eps_id=0.25/Edge:7_<>10>5_<>6=0.25/Edge:5_<>13>eps_id=0.25/Edge:14_<>7>eps_id=0.25/Edge:11_<>18>eps_id=0.25/Node:5>9=8.25/Edge:eps_id>7_<>16=0.5/Edge:2_<>4>eps_id=0.25/Edge:5_<>17>9_<>19=0.0/Node:18>18=8.25/Edge:13_<>15>eps_id=0.25/Node:17>19=8.25/Node:13>8=8.25/Edge:eps_id>15_<>16=0.25/Node:11>12=8.25/Edge:eps_id>13_<>4=0.25/Edge:9_<>10>4_<>6=0.0/Node:15>1=8.25/Node:1>14=8.25/Edge:9_<>7>4_<>5=0.0/Edge:eps_id>17_<>19=0.5/Edge:14_<>18>11_<>18=0.0/Edge:8_<>6>eps_id=0.25/Edge:8_<>18>eps_id=0.25/Edge:2_<>11>12_<>13=0.75/Edge:7_<>15>eps_id=0.25/Edge:20_<>7>eps_id=0.25/Edge:eps_id>3_<>4=0.25/Edge:18_<>12>eps_id=0.25/Node:19>10=8.25/Edge:20_<>18>eps_id=0.25/Edge:5_<>6>eps_id=0.25/Node:16>20=8.25/Edge:eps_id>8_<>17=0.5/Edge:eps_id>12_<>3=0.25/Edge:eps_id>12_<>11=0.25/Edge:8_<>17>eps_id=0.25/Edge:4_<>16>17_<>20=0.25/Edge:eps_id>8_<>16=0.25/Edge:19_<>7>eps_id=0.25/Node:9>4=8.25/Node:8>3=8.25/Edge:6_<>7>eps_id=0.25/Edge:12_<>5>eps_id=0.25/Edge:eps_id>13_<>5=0.25/Edge:16_<>8>eps_id=0.25/Edge:9_<>19>eps_id=0.25/Edge:eps_id>15_<>14=0.25/Edge:6_<>14>eps_id=0.25/Edge:eps_id>3_<>13=0.25/Node:10>6=8.25/Edge:18_<>9>eps_id=0.25/Edge:eps_id>5_<>14=0.25/Edge:eps_id>15_<>7=0.5/Edge:19_<>10>eps_id=0.5/Edge:eps_id>4_<>14=0.25/Edge:eps_id>2_<>3=0.25/Edge:eps_id>1_<>10=0.25/Edge:1_<>4>eps_id=0.25/
